UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
9019,65432156198,654321,297.3,308.1,1615,35.4,217,1,3
9020,65432156199,654321,297.2,308.1,1662,31.3,0,0,0
9021,65432156200,654321,297.3,308.2,1553,33.5,2,0,0
9022,78912323881,789123,297.4,308.2,1536,34.6,4,0,0
9023,65432156202,654321,297.4,308.3,1548,46.6,7,0,0
9024,65432156203,654321,297.4,308.3,1706,30.9,9,0,0
9025,65432156204,654321,297.4,308.3,1366,45.5,11,0,0
9026,65432156205,654321,297.5,308.4,1440,35.9,13,0,0
9027,78912323886,789123,297.5,308.4,1685,28.1,15,0,0
9028,78912323887,789123,297.4,308.3,1444,44,18,0,0
9029,65432156208,654321,297.4,308.3,1395,48.7,21,0,0
9030,65432156209,654321,297.4,308.3,1483,38.8,23,0,0
9031,78912323890,789123,297.5,308.4,1403,44.3,25,0,0
9032,12345638445,123456,297.5,308.4,1793,23.9,28,0,0
9033,65432156212,654321,297.4,308.3,1723,28.8,33,0,0
9034,65432156213,654321,297.4,308.2,1386,41,35,0,0
9035,12345638448,123456,297.4,308.2,1585,46.2,37,0,0
9036,78912323895,789123,297.3,308.1,1731,27.7,42,0,0
9037,65432156216,654321,297.3,308.3,1519,37.7,45,0,0
9038,65432156217,654321,297.3,308.2,1896,24.4,47,0,0
9039,65432156218,654321,297.3,308.3,2358,14.9,49,0,0
9040,78912323899,789123,297.3,308.3,1341,51.9,51,0,0
9041,65432156220,654321,297.3,308.3,1550,37,54,0,0
9042,65432156221,654321,297.3,308.3,1309,61.5,56,0,0
9043,78912323902,789123,297.3,308.4,1599,32.9,58,0,0
9044,65432156223,654321,297.4,308.4,1343,40,61,0,0
9045,65432156224,654321,297.4,308.4,1378,39.9,63,0,0
9046,65432156225,654321,297.4,308.4,1603,34.6,65,0,0
9047,65432156226,654321,297.4,308.4,1664,28.1,67,0,0
9048,65432156227,654321,297.3,308.4,1488,37.4,69,0,0
9049,78912323908,789123,297.3,308.4,1370,50.5,71,0,0
9050,65432156229,654321,297.3,308.5,1545,34.3,74,0,0
9051,78912323910,789123,297.4,308.5,1566,31.4,76,0,0
9052,65432156231,654321,297.4,308.6,1820,24.6,79,0,0
9053,78912323912,789123,297.4,308.6,1901,22.1,81,0,0
9054,78912323913,789123,297.4,308.5,1638,32.2,84,0,0
9055,78912323914,789123,297.3,308.4,1521,38.2,87,0,0
9056,12345638469,123456,297.3,308.4,1864,23.1,90,0,0
9057,65432156236,654321,297.3,308.3,1430,41.9,95,0,0
9058,78912323917,789123,297.3,308.4,1686,34.5,97,0,0
9059,78912323918,789123,297.2,308.3,1326,57.2,100,0,0
9060,65432156239,654321,297.2,308.3,1805,25.6,103,0,0
9061,12345638474,123456,297.2,308.3,1453,45.8,105,0,0
9062,78912323921,789123,297.2,308.4,1863,26,110,0,0
9063,65432156242,654321,297.2,308.3,1576,35.3,113,0,0
9064,65432156243,654321,297.2,308.3,1419,39.7,115,0,0
9065,65432156244,654321,297.2,308.4,1833,25.2,117,0,0
9066,12345638479,123456,297.2,308.4,2182,17.3,119,0,0
9067,65432156246,654321,297.2,308.3,1656,30.3,124,0,0
9068,65432156247,654321,297.1,308.2,1351,56.6,126,0,0
9069,12345638482,123456,297.1,308.2,1790,30.3,128,0,0
9070,78912323929,789123,297.2,308.2,1678,28.1,133,0,0
9071,65432156250,654321,297.1,308.2,1427,45.2,136,0,0
9072,65432156251,654321,297,308.1,1429,54,138,0,0
9073,12345638486,123456,297.2,308.1,1770,27.2,140,0,0
9074,65432156253,654321,297.2,308.1,1689,31.2,145,0,0
9075,78912323934,789123,297.2,308.1,1554,41.3,147,0,0
9076,65432156255,654321,297.3,308.1,1506,36,150,0,0
9077,65432156256,654321,297.2,308.1,1474,44.3,152,0,0
9078,65432156257,654321,297.3,308.1,1762,26.1,154,0,0
9079,65432156258,654321,297.3,308.1,1566,35.7,156,0,0
9080,12345638493,123456,297.3,308.1,1554,42.4,158,0,0
9081,65432156260,654321,297.2,308,1869,25.4,163,0,0
9082,65432156261,654321,297.3,308,1527,35.1,165,0,0
9083,65432156262,654321,297.2,307.9,1309,49.6,167,0,0
9084,78912323943,789123,297.2,307.9,1541,35.7,169,0,0
9085,65432156264,654321,297.2,307.9,1326,75.4,172,1,1
9086,12345638499,123456,297.1,307.9,1365,54,174,0,0
9087,65432156266,654321,297.1,307.8,1428,43.7,179,0,0
9088,65432156267,654321,297.1,307.8,1681,27.6,181,0,0
9089,78912323948,789123,297.1,307.9,1662,26.9,183,0,0
9090,65432156269,654321,297.2,307.9,1989,20.3,186,0,0
9091,78912323950,789123,297.2,307.9,1747,29,188,0,0
9092,78912323951,789123,297.2,308,1765,31.1,191,0,0
9093,65432156272,654321,297.3,308.1,1568,34.4,194,0,0
9094,78912323953,789123,297.3,308.1,1709,30.6,196,0,0
9095,78912323954,789123,297.3,308.1,1370,58.8,199,0,0
9096,65432156275,654321,297.3,308.1,1458,45.7,202,0,0
9097,65432156276,654321,297.2,308.1,1712,30.9,204,0,0
9098,65432156277,654321,297.3,308.1,1642,36.9,206,0,0
9099,65432156278,654321,297.3,308.1,1468,49.8,0,0,0
9100,12345638513,123456,297.3,308.1,1477,52.3,2,0,0
9101,65432156280,654321,297.3,308.2,1446,53.5,7,0,0
9102,12345638515,123456,297.3,308.2,1653,31.4,9,0,0
9103,65432156282,654321,297.3,308.3,1494,38.2,14,0,0
9104,65432156283,654321,297.3,308.2,1490,41,16,0,0
9105,78912323964,789123,297.4,308.3,1550,47.8,18,0,0
9106,78912323965,789123,297.3,308.2,1677,34.9,21,0,0
9107,65432156286,654321,297.4,308.3,1854,21.8,24,0,0
9108,78912323967,789123,297.5,308.5,1662,30.3,26,0,0
9109,78912323968,789123,297.5,308.6,1440,38.8,29,0,0
9110,65432156289,654321,297.5,308.6,1513,39.7,32,0,0
9111,78912323970,789123,297.6,308.6,1389,49,34,0,0
9112,65432156291,654321,297.6,308.6,1351,51,37,0,0
9113,78912323972,789123,297.6,308.6,1482,38.3,39,0,0
9114,65432156293,654321,297.6,308.6,1744,28.5,42,0,0
9115,65432156294,654321,297.6,308.7,1476,39,44,0,0
9116,78912323975,789123,297.6,308.6,1444,48.2,46,0,0
9117,12345638530,123456,297.6,308.7,1659,32.1,49,0,0
9118,78912323977,789123,297.6,308.7,1475,46.6,54,0,0
9119,65432156298,654321,297.6,308.6,1526,42.1,57,0,0
9120,78912323979,789123,297.4,308.4,1675,29.5,59,0,0
9121,65432156300,654321,297.4,308.4,1525,38.7,62,0,0
9122,65432156301,654321,297.3,308.3,1396,45.9,64,0,0
9123,65432156302,654321,297.4,308.4,1580,41.2,66,0,0
9124,65432156303,654321,297.4,308.5,1462,42.8,68,0,0
9125,65432156304,654321,297.4,308.4,1426,50.4,70,0,0
9126,65432156305,654321,297.4,308.5,1569,34.2,72,0,0
9127,65432156306,654321,297.4,308.5,1477,40.7,74,0,0
9128,65432156307,654321,297.4,308.5,1761,27.2,76,0,0
9129,78912323988,789123,297.5,308.6,1486,45.9,78,0,0
9130,65432156309,654321,297.6,308.6,1664,30.1,81,0,0
9131,65432156310,654321,297.6,308.6,1576,32.7,83,0,0
9132,12345638545,123456,297.6,308.6,1463,46.7,85,0,0
9133,78912323992,789123,297.6,308.6,1585,42,90,0,0
9134,65432156313,654321,297.7,308.7,1479,45.7,93,0,0
9135,65432156314,654321,297.7,308.7,1449,40.2,95,0,0
9136,12345638549,123456,297.7,308.8,1404,50.3,97,0,0
9137,65432156316,654321,297.7,308.7,1694,29.1,102,0,0
9138,65432156317,654321,297.7,308.7,1731,28.4,104,0,0
9139,65432156318,654321,297.6,308.6,1522,37,106,0,0
9140,65432156319,654321,297.5,308.5,1536,36.9,108,0,0
9141,65432156320,654321,297.5,308.5,1373,39.9,110,0,0
9142,65432156321,654321,297.5,308.5,1597,36.4,112,0,0
9143,65432156322,654321,297.6,308.5,1678,34.2,114,0,0
9144,65432156323,654321,297.6,308.5,1452,42.6,116,0,0
9145,78912324004,789123,297.5,308.5,1447,41.6,118,0,0
9146,65432156325,654321,297.6,308.5,1574,37.1,121,0,0
9147,65432156326,654321,297.6,308.6,1528,40,123,0,0
9148,65432156327,654321,297.7,308.7,1688,27.2,125,0,0
9149,65432156328,654321,297.6,308.6,1393,40.4,127,0,0
9150,78912324009,789123,297.5,308.6,1429,50.5,129,0,0
9151,78912324010,789123,297.5,308.6,1347,57,132,0,0
9152,65432156331,654321,297.6,308.6,1553,40.5,135,0,0
9153,65432156332,654321,297.5,308.6,1260,53.6,137,0,0
9154,65432156333,654321,297.5,308.6,1546,33.8,139,0,0
9155,65432156334,654321,297.5,308.6,1596,36,141,0,0
9156,65432156335,654321,297.5,308.5,1340,57.4,143,0,0
9157,78912324016,789123,297.5,308.4,1369,54.8,145,0,0
9158,65432156337,654321,297.5,308.5,1462,52.3,148,0,0
9159,12345638572,123456,297.4,308.4,1487,46.2,150,0,0
9160,78912324019,789123,297.5,308.6,1510,35.5,155,0,0
9161,12345638574,123456,297.5,308.5,1671,28,158,0,0
9162,78912324021,789123,297.5,308.5,1612,30,163,0,0
9163,78912324022,789123,297.6,308.6,1509,39.7,166,0,0
9164,65432156343,654321,297.6,308.6,1415,47.3,169,0,0
9165,65432156344,654321,297.6,308.6,2384,14.4,171,0,0
9166,65432156345,654321,297.6,308.6,1326,62.4,173,0,0
9167,78912324026,789123,297.6,308.6,1390,53.4,175,0,0
9168,78912324027,789123,297.6,308.7,1392,41.2,178,0,0
9169,12345638582,123456,297.6,308.8,1385,44.4,181,0,0
9170,65432156349,654321,297.7,308.8,1896,24.5,186,0,0
9171,65432156350,654321,297.7,308.7,1474,46.8,188,0,0
9172,78912324031,789123,297.7,308.8,1388,45.6,190,0,0
9173,65432156352,654321,297.7,308.9,1715,27.2,193,0,0
9174,12345638587,123456,297.8,308.9,1650,32.2,195,0,0
9175,65432156354,654321,297.8,308.9,1871,25.6,200,1,3
9176,65432156355,654321,297.8,309,1403,64.2,0,1,1
9177,65432156356,654321,297.8,308.9,1518,40.4,2,0,0
9178,65432156357,654321,297.9,309.1,1504,43,4,0,0
9179,65432156358,654321,297.8,309,1340,56.9,6,0,0
9180,12345638593,123456,297.9,309.1,1435,44.7,8,0,0
9181,65432156360,654321,297.9,309.1,1507,36.9,13,0,0
9182,65432156361,654321,297.9,309.1,1521,36.1,15,0,0
9183,78912324042,789123,297.8,309,1576,45,17,0,0
9184,65432156363,654321,297.9,309.1,1543,36.6,20,0,0
9185,65432156364,654321,298,309.2,1665,36.6,22,0,0
9186,65432156365,654321,297.9,309.1,1442,50.3,24,0,0
9187,65432156366,654321,297.9,309,1629,29,26,0,0
9188,65432156367,654321,297.9,309,1379,47.3,28,0,0
9189,65432156368,654321,297.9,309,1502,40.2,30,0,0
9190,65432156369,654321,297.9,309.1,1595,32,32,0,0
9191,78912324050,789123,298,309,1439,38.5,34,0,0
9192,78912324051,789123,297.9,309,1970,21.6,37,0,0
9193,65432156372,654321,297.9,309,1562,35.8,40,0,0
9194,78912324053,789123,297.9,309,1530,40.9,42,0,0
9195,65432156374,654321,297.9,308.9,1393,40.6,45,0,0
9196,65432156375,654321,297.9,309,1532,37.6,47,0,0
9197,65432156376,654321,298,308.9,1607,37.7,49,0,0
9198,78912324057,789123,297.9,308.8,1469,49,51,0,0
9199,78912324058,789123,297.9,308.8,1538,37.6,54,0,0
9200,65432156379,654321,297.9,308.8,1613,31.4,57,0,0
9201,78912324060,789123,297.9,308.8,1602,32.1,59,0,0
9202,65432156381,654321,297.8,308.7,1404,44.2,62,0,0
9203,65432156382,654321,297.8,308.8,1548,36.9,64,0,0
9204,65432156383,654321,297.8,308.8,1559,35.2,66,0,0
9205,65432156384,654321,297.8,308.8,1621,36.1,68,0,0
9206,65432156385,654321,297.8,308.8,1579,32.9,70,0,0
9207,78912324066,789123,297.9,308.9,1547,44,72,0,0
9208,65432156387,654321,297.9,308.8,1386,48.6,75,0,0
9209,65432156388,654321,298,308.9,1406,40.9,77,0,0
9210,78912324069,789123,298,309,1393,55.9,79,0,0
9211,78912324070,789123,297.9,309,2456,13.9,82,0,0
9212,78912324071,789123,298,309,1409,49.1,85,0,0
9213,65432156392,654321,298,308.9,1390,53.9,88,0,0
9214,65432156393,654321,298,309,1679,32.4,90,0,0
9215,65432156394,654321,298,308.9,1508,37.1,92,0,0
9216,65432156395,654321,297.9,308.8,1681,31.7,94,0,0
9217,12345638630,123456,297.7,308.8,1469,43.7,96,0,0
9218,65432156397,654321,297.8,308.8,1421,49.6,101,0,0
9219,65432156398,654321,297.7,308.8,1354,50.2,103,0,0
9220,78912324079,789123,297.7,308.8,1350,57,105,0,0
9221,65432156400,654321,297.8,308.9,1282,58.1,108,0,0
9222,78912324081,789123,297.8,309,1675,30,110,0,0
9223,78912324082,789123,297.9,309,1525,38.5,113,0,0
9224,65432156403,654321,297.9,309,1382,43.9,116,0,0
9225,65432156404,654321,297.9,309,1450,46.8,118,0,0
9226,65432156405,654321,298,309.1,1820,23.6,120,0,0
9227,65432156406,654321,298,309.1,1822,23.5,122,0,0
9228,65432156407,654321,298,309.1,1473,44.3,124,0,0
9229,78912324088,789123,298.1,309.1,1572,37.5,126,0,0
9230,78912324089,789123,298.1,309,2042,17.8,129,0,0
9231,65432156410,654321,298.2,309.2,1922,22.6,132,0,0
9232,65432156411,654321,298.2,309.1,1539,36.5,134,0,0
9233,65432156412,654321,298.2,309.1,1350,52,136,0,0
9234,65432156413,654321,298.3,309.1,1403,45.1,138,0,0
9235,65432156414,654321,298.3,309.1,1904,20.3,140,0,0
9236,78912324095,789123,298.2,308.9,1592,35.2,142,0,0
9237,65432156416,654321,298.1,308.7,1556,31.6,145,0,0
9238,78912324097,789123,298.1,308.8,1811,25.4,147,0,0
9239,78912324098,789123,298.2,308.8,1456,41.2,150,0,0
9240,12345638653,123456,298.2,308.8,1436,51.9,153,0,0
9241,78912324100,789123,298.1,308.7,1362,49.6,158,0,0
9242,65432156421,654321,298.1,308.7,1683,29.1,161,0,0
9243,78912324102,789123,298.2,308.7,1269,60.9,163,0,0
9244,65432156423,654321,298.3,308.8,1454,49,166,0,0
9245,65432156424,654321,298.3,308.8,1767,27.3,168,0,0
9246,65432156425,654321,298.3,308.9,1708,27.3,170,0,0
9247,65432156426,654321,298.3,308.9,1862,27,172,0,0
9248,65432156427,654321,298.3,308.9,1695,30.7,174,0,0
9249,78912324108,789123,298.3,309.1,1488,40.6,176,0,0
9250,65432156429,654321,298.3,309,1657,32.2,179,0,0
9251,12345638664,123456,298.3,309,1823,25.9,181,0,0
9252,78912324111,789123,298.2,309.1,1651,28.8,186,0,0
9253,78912324112,789123,298.1,309,1533,36.1,189,0,0
9254,78912324113,789123,298.2,309,1508,40.5,192,0,0
9255,65432156434,654321,298.3,309.1,1616,31.1,195,0,0
9256,65432156435,654321,298.2,309,1651,31.5,197,0,0
9257,65432156436,654321,298.2,309.1,1569,35.2,199,0,0
9258,78912324117,789123,298.3,309.1,1296,58.7,201,0,0
9259,12345638672,123456,298.3,309,1379,43.2,0,0,0
9260,78912324119,789123,298.2,309,1694,28,5,0,0
9261,65432156440,654321,298.2,309,1377,57.8,8,0,0
9262,12345638675,123456,298.3,309,1470,38.4,10,0,0
9263,78912324122,789123,298.3,309.1,1404,47,15,0,0
9264,65432156443,654321,298.3,309.1,1593,40.1,18,0,0
9265,78912324124,789123,298.3,309,1526,36.9,20,0,0
9266,78912324125,789123,298.3,308.9,1390,49.7,23,0,0
9267,65432156446,654321,298.2,308.9,1737,25.5,26,0,0
9268,65432156447,654321,298.2,308.8,1362,57.3,28,0,0
9269,65432156448,654321,298.2,308.8,1666,31.5,30,0,0
9270,65432156449,654321,298.2,308.8,1354,60.9,32,0,0
9271,65432156450,654321,298.2,308.8,1302,60.4,34,0,0
9272,65432156451,654321,298.2,308.7,1991,20.5,36,0,0
9273,65432156452,654321,298.2,308.6,1353,54.1,38,0,0
9274,12345638687,123456,298.2,308.7,1520,35.7,40,0,0
9275,65432156454,654321,298.2,308.7,1428,54.9,45,0,0
9276,65432156455,654321,298.2,308.7,1605,29.4,47,0,0
9277,65432156456,654321,298.1,308.7,1691,30.3,49,0,0
9278,65432156457,654321,298.2,308.7,1447,48.4,51,0,0
9279,12345638692,123456,298.2,308.8,1606,39.9,53,0,0
9280,78912324139,789123,298.2,308.8,1645,28.2,58,0,0
9281,12345638694,123456,298.2,308.8,1470,43.3,61,0,0
9282,65432156461,654321,298.2,308.9,1336,45,66,0,0
9283,78912324142,789123,298.2,308.9,1414,44.3,68,0,0
9284,78912324143,789123,298.3,309,1802,27.5,71,0,0
9285,65432156464,654321,298.2,308.9,1683,31.7,74,0,0
9286,78912324145,789123,298.2,309,1410,47.6,76,0,0
9287,65432156466,654321,298.2,308.9,1605,32,79,0,0
9288,65432156467,654321,298.2,308.9,1709,28.1,81,0,0
9289,65432156468,654321,298.2,308.9,1444,53.1,83,0,0
9290,65432156469,654321,298.2,308.9,1367,45,85,0,0
9291,65432156470,654321,298.2,309,1418,44.2,87,0,0
9292,65432156471,654321,298.2,309,1353,57.8,89,0,0
9293,65432156472,654321,298.2,309,1643,34.1,91,0,0
9294,65432156473,654321,298.3,309.1,1437,38,93,0,0
9295,65432156474,654321,298.1,309,1437,36.2,95,0,0
9296,78912324155,789123,298.2,309,1413,47.9,97,0,0
9297,12345638710,123456,298.2,309,1524,39.1,100,0,0
9298,78912324157,789123,298.1,308.9,1479,43.4,105,0,0
9299,65432156478,654321,298.1,308.9,1313,50.6,108,0,0
9300,78912324159,789123,298.1,308.9,1335,50.4,110,0,0
9301,65432156480,654321,298.1,308.9,1367,41.9,113,0,0
9302,78912324161,789123,298.1,308.9,1459,50.3,115,0,0
9303,78912324162,789123,298.1,308.9,1804,25.1,118,0,0
9304,65432156483,654321,298.2,309,1491,38.3,121,0,0
9305,65432156484,654321,298.3,309.1,1537,43,123,0,0
9306,12345638719,123456,298.3,309.1,1646,30.2,125,0,0
9307,78912324166,789123,298.3,309.2,1783,28.3,130,0,0
9308,65432156487,654321,298.3,309.1,1395,49.8,133,0,0
9309,65432156488,654321,298.4,309.1,1423,48,135,0,0
9310,65432156489,654321,298.3,309.2,1562,37.6,137,0,0
9311,65432156490,654321,298.4,309.3,1549,40.8,139,0,0
9312,65432156491,654321,298.4,309.4,1540,43.2,141,0,0
9313,12345638726,123456,298.5,309.4,1573,33.6,143,0,0
9314,65432156493,654321,298.5,309.4,1418,45.1,148,0,0
9315,78912324174,789123,298.5,309.4,1565,33.7,150,0,0
9316,65432156495,654321,298.5,309.5,1569,41,153,0,0
9317,12345638730,123456,298.5,309.4,1417,41.2,155,0,0
9318,65432156497,654321,298.5,309.5,1480,38.1,160,0,0
9319,65432156498,654321,298.5,309.4,1364,44.5,162,0,0
9320,65432156499,654321,298.5,309.4,1911,21.5,164,0,0
9321,65432156500,654321,298.4,309.3,1409,43.1,166,0,0
9322,65432156501,654321,298.4,309.2,1335,53.5,168,0,0
9323,78912324182,789123,298.5,309.3,1512,38.1,170,0,0
9324,65432156503,654321,298.6,309.4,1447,40.2,173,0,0
9325,65432156504,654321,298.6,309.3,1537,37.6,175,0,0
9326,78912324185,789123,298.6,309.3,1510,40.8,177,0,0
9327,65432156506,654321,298.6,309.3,1677,31.2,180,0,0
9328,65432156507,654321,298.5,309.2,1504,33.7,182,0,0
9329,12345638742,123456,298.5,309.1,2051,19,184,0,0
9330,65432156509,654321,298.5,309.1,1474,41.3,189,0,0
9331,78912324190,789123,298.4,309,1507,36.1,191,0,0
9332,65432156511,654321,298.4,308.9,1496,37.9,194,0,0
9333,78912324192,789123,298.5,309,1921,22,196,0,0
9334,65432156513,654321,298.5,309,1450,40.5,199,0,0
9335,65432156514,654321,298.4,308.9,1402,44.8,201,0,0
9336,65432156515,654321,298.4,308.9,1501,50,203,0,0
9337,65432156516,654321,298.5,308.9,1725,31.9,205,0,0
9338,12345638751,123456,298.5,308.9,1500,40.3,207,0,0
9339,12345638752,123456,298.5,309,1531,30.8,212,0,0
9340,65432156519,654321,298.5,309,1458,44.8,217,0,0
9341,12345638754,123456,298.4,308.9,1577,37.1,0,0,0
9342,78912324201,789123,298.3,308.9,1363,46.1,5,0,0
9343,12345638756,123456,298.3,308.9,1706,31.8,8,0,0
9344,78912324203,789123,298.3,308.8,1391,50.4,13,0,0
9345,65432156524,654321,298.2,308.8,1616,33.7,16,0,0
9346,65432156525,654321,298.2,308.8,1442,47,18,0,0
9347,78912324206,789123,298.2,308.8,1626,40.4,20,0,0
9348,78912324207,789123,298.2,308.7,1426,42.6,23,0,0
9349,65432156528,654321,298.2,308.7,1436,49.1,26,0,0
9350,78912324209,789123,298.2,308.7,1599,36.2,28,0,0
9351,65432156530,654321,298.2,308.7,2186,17.8,31,0,0
9352,65432156531,654321,298.3,308.8,1645,30.4,33,0,0
9353,65432156532,654321,298.2,308.7,1780,27.9,35,0,0
9354,65432156533,654321,298.2,308.8,1345,44.3,37,0,0
9355,78912324214,789123,298.2,308.8,1607,31.9,39,0,0
9356,65432156535,654321,298.3,308.9,1708,28,42,0,0
9357,65432156536,654321,298.3,308.9,1270,52.7,44,0,0
9358,78912324217,789123,298.3,308.9,1646,25.4,46,0,0
9359,65432156538,654321,298.2,308.7,1407,45.1,49,0,0
9360,78912324219,789123,298.1,308.7,1581,47.4,51,0,0
9361,65432156540,654321,298,308.6,1532,42.6,54,0,0
9362,65432156541,654321,298,308.6,1610,33.1,56,0,0
9363,78912324222,789123,298,308.5,1682,33,58,0,0
9364,65432156543,654321,297.9,308.5,1519,34.3,61,0,0
9365,65432156544,654321,297.9,308.5,1683,28.5,63,0,0
9366,78912324225,789123,298,308.6,1254,55.8,65,0,0
9367,65432156546,654321,298,308.5,1461,48,68,0,0
9368,65432156547,654321,297.9,308.5,1472,45.1,70,0,0
9369,65432156548,654321,297.7,308.4,1510,38.6,72,0,0
9370,78912324229,789123,297.7,308.3,1547,36.8,74,0,0
9371,12345638784,123456,297.7,308.4,1418,51.9,77,0,0
9372,65432156551,654321,297.7,308.4,1289,51.3,82,0,0
9373,65432156552,654321,297.7,308.4,1487,41.4,84,0,0
9374,65432156553,654321,297.7,308.5,1453,45.5,86,0,0
9375,78912324234,789123,297.8,308.5,1466,44.7,88,0,0
9376,12345638789,123456,297.7,308.4,1288,49.5,91,0,0
9377,12345638790,123456,297.7,308.4,1738,27.7,96,0,0
9378,12345638791,123456,297.7,308.3,1488,41,101,0,0
9379,65432156558,654321,297.6,308.3,1816,28.8,106,0,0
9380,65432156559,654321,297.5,308.2,1419,48.5,108,0,0
9381,65432156560,654321,297.4,308.1,1435,45.7,110,0,0
9382,78912324241,789123,297.5,308.1,1480,42.4,112,0,0
9383,65432156562,654321,297.5,308.2,1610,33.6,115,0,0
9384,12345638797,123456,297.5,308.1,1548,38.2,117,0,0
9385,78912324244,789123,297.6,308.1,1379,57.4,122,0,0
9386,78912324245,789123,297.5,308.1,1907,23.5,125,0,0
9387,78912324246,789123,297.5,308,2033,16.7,128,0,0
9388,12345638801,123456,297.4,307.9,1390,52,131,0,0
9389,78912324248,789123,297.5,307.9,1544,37.9,136,0,0
9390,65432156569,654321,297.6,308,1258,57.4,139,0,0
9391,78912324250,789123,297.5,308,1560,39,141,0,0
9392,12345638805,123456,297.6,308.2,2071,18.5,144,0,0
9393,65432156572,654321,297.6,308.1,1437,46.3,149,0,0
9394,12345638807,123456,297.7,308.2,1489,43,151,0,0
9395,65432156574,654321,297.7,308.2,1334,53,156,0,0
9396,65432156575,654321,297.7,308.2,1500,39.9,158,0,0
9397,65432156576,654321,297.8,308.3,1498,47.3,160,0,0
9398,78912324257,789123,297.7,308.2,1370,53.4,162,0,0
9399,12345638812,123456,297.7,308.2,1526,40.1,165,0,0
9400,65432156579,654321,297.8,308.3,1477,44.8,170,0,0
9401,65432156580,654321,297.7,308.2,1446,43.9,172,0,0
9402,78912324261,789123,297.7,308.2,1720,25.6,174,0,0
9403,65432156582,654321,297.7,308.1,1734,30.7,177,0,0
9404,65432156583,654321,297.7,308.1,1697,29.1,179,0,0
9405,65432156584,654321,297.7,308.2,2007,19.3,181,0,0
9406,78912324265,789123,297.7,308.1,1469,48.8,183,0,0
9407,78912324266,789123,297.7,308.1,2189,15.6,186,0,0
9408,65432156587,654321,297.8,308.3,1435,50.1,189,0,0
9409,12345638822,123456,297.9,308.4,1637,34.5,191,0,0
9410,65432156589,654321,298,308.5,1664,28.3,196,0,0
9411,78912324270,789123,298,308.5,1666,31,198,0,0
9412,65432156591,654321,298,308.5,1404,46.6,201,0,0
9413,65432156592,654321,298,308.5,1702,26.7,203,0,0
9414,65432156593,654321,298.1,308.6,1439,44.9,205,0,0
9415,65432156594,654321,298.1,308.6,1354,53.9,207,1,2
9416,78912324275,789123,298.2,308.7,1361,44.2,0,0,0
9417,78912324276,789123,298.1,308.5,1463,45.9,3,0,0
9418,12345638831,123456,298.1,308.4,1515,43.8,6,0,0
9419,65432156598,654321,298,308.4,1432,46.2,11,0,0
9420,65432156599,654321,298,308.4,1911,22,13,0,0
9421,65432156600,654321,298,308.4,1472,42,15,0,0
9422,78912324281,789123,298.1,308.5,1382,54.5,17,0,0
9423,65432156602,654321,298.1,308.5,1665,29.6,20,0,0
9424,65432156603,654321,298.1,308.5,1676,30.5,22,0,0
9425,78912324284,789123,298,308.5,1585,33,24,0,0
9426,78912324285,789123,298.1,308.6,1415,46.3,27,0,0
9427,65432156606,654321,298.1,308.7,1341,55.7,30,0,0
9428,65432156607,654321,298.2,308.8,1540,34.8,32,0,0
